Pic_id,Text,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphorSenseCategory,SentimentCategory
122.jpg,谁知盘中餐粒粒皆辛苦,0,,,,1
123.jpg,淮生华建生,0,,,,0
124.jpg,节能减排,1,12,11,5,0
125.jpg,倡导低碳生活绿包出行从我做起低碳生活,0,,,,0
126.jpg,讲文明树新风低碳生活绿色出行延吉市创建全国文明城市指挥部办公室,0,,,,1
127.jpg,前进,0,,,,0
128.jpg,诚 厚道经商,1,12,12,5,0
129.jpg,低碳生活低碳生活,0,,,,1
130.jpg,为文明点赞,1,9,12,5,-1
131.jpg,践行社会主义核心价值观做文明有礼济南人,0,,,,1
132.jpg,还不满足喝,0,,,,0
133.jpg,禁止酒驾珍爱生命酒驾无路珍爱生命,1,12,10,5,0
134.jpg,年世界环境日中国主题低碳减排绿色生活,1,4,8,5,1
135.jpg,文明健康绿色环保,0,,,,-1
136.jpg,保护动物,0,,,,1
137.jpg,电商设计师交流平台,1,10,10,7,-1
138.jpg,明天会更好,0,,,,0
139.jpg,拒绝网终景门网络漫骂仿若利刀数于每个网民的共网通,1,12,12,5,1
140.jpg,父亲家父爱重如山谢谢您做的一超父亲就是现实版,0,,,,0
141.jpg,保力直角大投羊愿被世界温茶以待,0,,,,1
142.jpg,反对皮草保护动物拒绝盲从骏琴屠茶的时尚与奢华,1,12,10,3,-1
143.jpg,食健韭菜具有补维素和钾合量很高提神的功效,1,10,11,7,0
144.jpg,别让酒精帮你控制方向盘,0,,,,-1
145.jpg,拒绝酒驾平安出行,0,,,,0
146.jpg,请勿吸烟,0,,,,0
147.jpg,变了心的果关注食品安全请勿滥用药物你还敢吃吗小红书,1,10,10,7,-1
148.jpg,小红书,0,,,,0
149.jpg,光盘行动理性消费从我做起不讲排场我承诺说到做到拒绝铺张浪费,0,,,,0
150.jpg,节约能源关注全球暖化天黑请熄灯,0,,,,0
151.jpg,生命是树绿色是根比的园,0,,,,0
152.jpg,遵守交通法规,1,12,10,5,1
153.jpg,能减排绿地欢是我们的专系保护的球明是保护母亲手拉手参与环境保护心连心关爱美丽家园,0,,,,0
154.jpg,禁止酒驾拒绝拒绝酒驾从我做起,0,,,,1
155.jpg,公优淘邦,0,,,,1
156.jpg,一起保护海洋环境,0,,,,1
157.jpg,爱存间年您们只负资幸福安康父母德高子女良教图行大下铜号,0,,,,1
158.jpg,不要让家只利守候让爱回家,1,13,12,5,-1
159.jpg,残足关注海洋污染还海洋生物一方净土,1,7,8,8,-1
160.jpg,绚用保护水资源共建和平生态简单一又珍爱生命节能用水绿色出行,0,,,,1
161.jpg,节能降耗保卫蓝天公共机构节能宣传资料集中发放点,0,,,,0
162.jpg,你的还能烧多久圆园烟有害健康,0,,,,-1
163.jpg,全国节能宣传周海报支持定制节能降耗保卫蓝天节能,0,,,,0
164.jpg,世界和平仍然有些战隆,1,7,5,5,1
165.jpg,拒绝吸烟,0,,,,-1
166.jpg,关爱生命停止杀戮世界动物保护组织,0,,,,1
167.jpg,善于分类各就各位拉圾分类城市更美丽有害垃圾,1,12,12,5,1
168.jpg,保护动物设有买卖就没有伤害,0,,,,-1
169.jpg,执子之笔与子共绘交明长沙年长沙市大赛开始啦万元大奖等你来拿,0,,,,0
170.jpg,爱动物爱自己中国野生动物保护协会,0,,,,0
171.jpg,小珍生命请烟园世界无烟日关爱健康让我们走得更远高精分层素材更多作品请进入主页,1,3,10,5,1
172.jpg,节约用水倩环用水瓣分析只要注意改掉不良的习低家庭乾能节水左右节约用水一满水微不足道一个月的水量足以供一个人的生活所需,0,,,,0
173.jpg,拍照,0,,,,0
174.jpg,图说爱国放业诚信反善自由平第公正法治富强民主文明和谐勤劳人家春色满园,0,,,,0
175.jpg,我没有上过学,0,,,,0
176.jpg,你的不会痛吗从我做心文明餐桌杜绝浪斑粮食限文明餐桌从我做起,1,11,10,8,0
177.jpg,环境保护为大家创模连信你我地,0,,,,1
178.jpg,远离毒品珍爱生命毒品是人类社会的公害,0,,,,0
179.jpg,拒绝酒驾开车不喝酒喝酒不开车道路千万条安全第一条行车不规范亲人两行泪酒,0,,,,1
180.jpg,保护环境低碳生活镭脚绿色守护地球让我们起守护地球,0,,,,0
181.jpg,快来加入我们吧潮待你的割来健康出行低碳生活保护好我们共同的家低碳,0,,,,0
182.jpg,请拒绝象牙制品象牙不是人类生活的必需品但因类的贪欲八无数大象惨死偷猎者的下象牙不属于人类象牙只有长象身上的时候才最美丽,0,,,,1
183.jpg,美我们共同努力,1,12,12,5,1
184.jpg,元往不克一月二十四日,0,,,,1
185.jpg,节约用电,1,12,10,5,1
186.jpg,中国精神中国形象中国文化中国表达禾气致祥家和万事兴一洋文明封新凤公基广告,1,12,12,5,1
187.jpg,好胃口了结你,0,,,,0
188.jpg,猎杀,0,,,,-1
189.jpg,绿色出行人人有责,0,,,,0
190.jpg,拒绝珍爱生命拒绝,0,,,,-1
191.jpg,你是你是你是你是我的耳我的嘴我的眼我的,0,,,,0
192.jpg,关爱老人养老餐老张情乐系传事父的尽心易力,0,,,,1
193.jpg,采集到花谢酵嘴可以随时随地的攻击到你,0,,,,1
194.jpg,养子养老孝生命在责任在传承,0,,,,-1
195.jpg,低碳生活低碳解读碳足迹温室效应,1,3,8,8,0
196.jpg,实战金案品牌年轻节,0,,,,1
197.jpg,珍爱生命请勿酒驾珍爱生命请勿酒驾,1,12,12,5,1
198.jpg,清洁能源,0,,,,1
199.jpg,代代中国梦,0,,,,0
200.jpg,安全生产月,0,,,,1
201.jpg,珍爱生命请勿酒驾拒绝,1,12,12,5,0
202.jpg,死亡隧道喝酒不开车开车不喝酒开广大道北大道,1,12,12,8,-1
203.jpg,爱护鸟美共建和谐生态青海省广播电视局推有,0,,,,1
204.jpg,都不添备战接工准中国路在何方越南中国年月日大年初世预赛亚洲区,0,,,,-1
205.jpg,世界勤俭日勤险节约从现在做起世界十月三十一日日,0,,,,0
206.jpg,华美德自成意境一粥一饭当思来之不易华仕单锁恒念物力罐观节约从辣食开始,0,,,,1
207.jpg,爱护环境位圾分类爱护环境保护环境人人有责,1,12,10,5,1
208.jpg,关爱地球保护环境天上有欣声声不歇鸟儿像归家在心上,0,,,,-1
209.jpg,电商,0,,,,1
210.jpg,保护动物城是保护线们自己万物之灵之首应负万物之灵,0,,,,0
211.jpg,酒驾危险,0,,,,1
212.jpg,当大象没有牙直被作为名贵的雕刻材料价格昂贵象牙故象遭到大肆滥捕数量急剧下降世界自然基金会表示人类溢猎象牙将令亚洲大象出现基因突变丧失长象牙的基因出现新品种的无象牙大象当大象没有象牙是大象的无奈还是人类的悲哀,1,7,10,8,1
213.jpg,节约用水,0,,,,-1
214.jpg,医网,0,,,,-1
215.jpg,每一天低碳生活低碳生活节能降耗从我做起鸡山乡人民政府鸡山乡节能办,0,,,,1
216.jpg,世界无烟日为了爱你和你爱的人请不要吸烟一起关注肺健康,1,11,8,5,-1
217.jpg,增加资源的养环利用节告现有宝费资通道福的不仅仅只有人保护我们的自然环境节店减排保护环镜让爱心从这型成长关系到餐个人每个家店大爱世界大爱全人类节约用电石油是不可那生的,0,,,,0
218.jpg,停止燃烧我们的生命,1,11,10,5,1
219.jpg,保护地球人人有责,0,,,,-1
220.jpg,元贾,0,,,,1
221.jpg,行事心实如砣 以信赢天下,1,12,12,5,0
222.jpg,如果没有这滴水等待他们的是死亡,1,10,4,8,0
223.jpg,亲今天你光盘了吗拒绝舌尖上的浪费从我做起万天不剩饭光盘行动山节约粮食文明就餐民以食为天食以安为先,0,,,,1
224.jpg,节约用水随手关灯,0,,,,0
225.jpg,如果设有专业代驾他超速玻璃都碎了难道要我赔年驾龄以上人车百万代驾责任险随行让回家路更安心滴滴代驾,0,,,,1
226.jpg,儿时妈妈说白发是自然痕迹长大我才懂白发我成长地操劳,1,11,9,8,0
227.jpg,四中国字体务,0,,,,1
228.jpg,每周最多三小时国家严控未成年人玩游戏时间中国教育在线中国技育在教育方帐导优医教育锁核创司,0,,,,-1
229.jpg,好吧我认输了不得不承认我永远也跑不过你们的子弹,0,,,,1
230.jpg,拒绝酒驾,0,,,,-1
231.jpg,为了您的下一代请禁止吸烟,0,,,,1
232.jpg,不剥菜不剩饭,0,,,,1
233.jpg,节约用水,1,10,11,5,1
234.jpg,保护动物,0,,,,1
235.jpg,珍爱生命请勿饮酒驾车破碎的也是生命,1,11,12,5,0
236.jpg,公益海报明了一点开下毁了一生生命无竹酒后禁驾,1,12,12,8,1
237.jpg,不要大家成酒役脚重的常醉羔羊路游路款况的叶永烈摄于台北火车站開車不喝酒平安到久久,0,,,,0
238.jpg,全国节能环保周海报,1,12,11,3,1
239.jpg,节能减排减轻地球负担,1,11,12,5,0
240.jpg,禁止酒后驾车行车不规范京人两行泪,0,,,,0
241.jpg,保护野生动物月日世界愿牛日海有买卖批发有汤池盛至年人们为了将列珍员的象好已经健茶了多头大串保护野生动物保护人类自己,0,,,,1
242.jpg,海纳百川但不包括这些,1,7,10,8,-1
243.jpg,共建低碳共豪生活共建低碳共享生活低碳是你爱护环境的态度,0,,,,1
244.jpg,保护动物禁止屠杀,1,12,7,3,-1
245.jpg,保护野生动物保护野生动物公益活动,0,,,,1
246.jpg,清洁能源诚少尾气排放保护我们的生态环境,0,,,,-1
247.jpg,禁止吸烟,0,,,,1
248.jpg,绿色出行环保生活线电话,0,,,,-1
249.jpg,吸烟有害健康,1,11,12,5,1
250.jpg,闵行德厚闵行讲文明树新风文进万家国家富强民族振兴人民幸福友诚数爱法公平,0,,,,1
251.jpg,全社会共同关注未成年人的健康成长,0,,,,0
252.jpg,分展源件节约生命之源节约点滴用水封埠昌康设计,0,,,,1
253.jpg,地球一小时节能从心开始低碳点满做起,1,11,12,5,0
254.jpg,水有没有面对滴水的龙头熟视无睹的经历无处不在如果有下次请驻足一下,0,,,,0
255.jpg,文明伴我行最美,0,,,,-1
256.jpg,食材飞才,0,,,,-1
257.jpg,小讲文明树新风绿鱼生活营求低碳生活创造绿色家园,0,,,,-1
258.jpg,一年后他变成了马,0,,,,0
259.jpg,有你有我使用公勺公筷文明健康常在泉州市文明委宜社会主义核心价值观民文富和自平公法爱敬诚友强主明美面设计,0,,,,0
260.jpg,找回青色的小伊甸园址爱得其索,1,11,10,3,0
261.jpg,紫阳之服期有害能康入污杂环悦阿护健照爱护环境,1,12,10,5,-1
262.jpg,请勿酒驾,0,,,,-1
263.jpg,跟校园暴力说不,0,,,,-1
264.jpg,我和我的祖国,0,,,,1
265.jpg,携手共进,0,,,,1
266.jpg,酒店管理公司节约用电人走关灯珍惜能源勤俭节约是中华民族的传统美德,0,,,,-1
267.jpg,一幸福加倍公勺公筷 远离病毒,0,,,,0
268.jpg,请勿酒后骂车,1,12,12,5,-1
269.jpg,管好你的鸟儿,0,,,,1
270.jpg,低联生活绿色出行健康低碳生活从绿色出行开始诚联生活绿色出行,0,,,,1
271.jpg,纸用一圈树长一年请您节约用纸,1,6,12,5,1
272.jpg,讲文明树新风琅苦奋斗勤位节约的思想永远不能去,0,,,,1
273.jpg,酒驾如同自杀,1,12,12,3,0
274.jpg,拒绝吸烟创意个性公益海报,0,,,,0
275.jpg,节约用水和平生态共建家园约用水要从点演做起,0,,,,-1
276.jpg,人醉车醉家人心碎为了不让家人牵挂请不要酒后酒驾平安你我他全民拒绝酒驾,0,,,,1
277.jpg,保护动物,1,7,12,5,1
278.jpg,文明校园拒和谐校园,0,,,,1
279.jpg,拒绝上驾开车不喝酒喝酒不开车,1,10,10,3,-1
280.jpg,节约卫生文明谦让,0,,,,0
281.jpg,苍蝇不叮无缝的蛋,1,5,11,8,0
282.jpg,学京东新用尚广集园第届传整国际广告奖获奖集团前强,0,,,,0
283.jpg,节约每一滴水,0,,,,1
284.jpg,浪费生命的罪恶,1,12,12,5,0
285.jpg,拒绝酒驾,0,,,,1
286.jpg,伪装为取国际爱护动物基金会,0,,,,0
287.jpg,节约粮食,0,,,,-1
288.jpg,低碳环保绿色出行健康一生爱护环境从我做起绿色出行健康你我,1,12,11,3,0
289.jpg,禁止酒后驾车拒绝行车不规范亲人两行泪,0,,,,-1
290.jpg,生命可贵安全出行,0,,,,0
291.jpg,致长大的你快乐的回忆小得存档美的童年美的集团,0,,,,1
292.jpg,勤俭节约传统美德,0,,,,1
293.jpg,我依旧很伤心我拥有百鸟中最美丽的羽毛毕竟孩们生活在同感恩自然家园爱护野生动物,0,,,,0
294.jpg,低碳生活绿园家园低球生活绿国家回高清分展文件,0,,,,0
295.jpg,禁止酒驾,1,12,10,5,0
296.jpg,关爱自己关心他人请拒绝吸烟珍惜生命拒绝烟草人关爱生命远离香烟卫生健康局爱卫办,1,11,6,5,1
297.jpg,节约粮食,0,,,,1
298.jpg,周年乐草,0,,,,1
299.jpg,世检日世究新绘日世界,0,,,,-1
300.jpg,要止酒安全出行为保牌您的安全北绝酒驾可拒绝酒驾彩拒绝酒驾宣传海报驾驶文明禁止酒驾,0,,,,0
301.jpg,开红动面门站品蒸林动物用我们的爱心去呵护每一个动物杜绝平腐从设计出发新生万物,0,,,,1
302.jpg,节约粮食,0,,,,0
303.jpg,江西大明可贸文明健康有你有我共筑新风守望相助每天一个精彩的故事传递向上向善的力量,0,,,,1
304.jpg,外壳用作珠宝装饰,0,,,,1
305.jpg,酒后驾车难道受伤的只有车,1,12,12,8,-1
306.jpg,吸烟对大脑危害很大每年全球超过万人固吸烟而亮珍爱生命远离香烟站,1,12,10,5,1
307.jpg,节能城排师约每一张纸能源连餐你我他服孚一联树长一年,1,11,11,5,0
308.jpg,我能读懂你光鲜外表背后的伤痕,1,4,12,8,0
309.jpg,节能减排,0,,,,1
310.jpg,典能发电清洁能源绿色环保低酸生活从我做起一点一鸿共间务力团,0,,,,-1
311.jpg,干香好腰票与基金圣少锁定音悦轻销中固吸金网元已开业购物中心人潮现铺带租约出售移坐钓鱼台元起别人买房还贷这里买铺吸金网元雪南昌市新建区长境大道号童吾悦广场号门旁营销中心万事具备只等收租商圈现铺即买即租无须等待坐享收益人元业购物中心人湖现铺带租约出售稳坐钓鱼台,0,,,,0
312.jpg,珍惜能测电节约用电用电,0,,,,0
313.jpg,提供发票节点排节禁点排利用清洁熊源旅少属气排放节约用电保护我的的生志环境保护书们的开境情我们的能源节鲜点排节鲜城排节鲜排全营共张请点击欣赏价格为单张价格如果购买一套请拍张,0,,,,1
314.jpg,酒驾危险恭止犯罪生命关爱生命远离酒驾酒驾公益海报,1,12,12,5,1
315.jpg,拒绝酒驾珍爱生命请勿酒驾酒,1,12,3,5,-1
316.jpg,保护动物,0,,,,0
317.jpg,摆脱烟草依赖让吸烟这个习情成为明天,1,3,8,5,1
318.jpg,还你一个健康的好习惯拒绝烟草健康你我健康他人,0,,,,1
319.jpg,绿色排量绿色节能动起来,1,12,11,3,-1
320.jpg,丛我做起用钱,0,,,,0
321.jpg,女人被当成产奶机器男人直接被端上餐桌,0,,,,0
322.jpg,会呼吸的痛高度解决不了问题珍爱生命远商卖程,0,,,,0
323.jpg,专家学者,0,,,,1
324.jpg,希望你剪的每一款发型都是因为喜欢,0,,,,0
325.jpg,节能减排低碳环保你公司标志世界环境日主题宣传活动,1,5,11,5,0
326.jpg,1秒钟内消失200年消失,0,,,,0
327.jpg,未来白头叶猴白头叶强分布狭空数量稀少现仅存数百只是全球种最液危的灵长类动物之被公认而其该地区地形班以储水时常发生干早给白头叶装的生存带来了极大的园业全球仅存只保护刻不容缓,1,11,10,8,1
328.jpg,赞美孝心,0,,,,1
329.jpg,众志成城我们必赢万有随八万支装勿入口武汉加油职极防护保护自己服口罩勤洗手,0,,,,1
330.jpg,破环保美好未来精美创意,0,,,,-1
331.jpg,文明卫生,0,,,,0
332.jpg,说文明树新风,0,,,,0
333.jpg,粒米虽小君莫扔勤位节约留美名,0,,,,1
334.jpg,讲文明树新风绿色生活低碳出行,1,12,11,5,1
335.jpg,款白色红色火正在百锅意业涮着火锅喝着酒小资生活有木有火,1,12,10,7,0
336.jpg,毒无可藏 制毒 污水可验,0,,,,1
337.jpg,绿色出行低碳生活,1,12,11,5,0
338.jpg,低碳生活你我同行为了我们共周的家园和长久的美好,0,,,,1
339.jpg,国家节水标志与世界水日全球水资源状况我国水资源状况水是生命之源请节约用电用水锦节药用水,0,,,,1
340.jpg,节不保绿色环保我们一起行动,1,9,11,7,0
341.jpg,关爱生命停止杀戮世界动物保护组织,0,,,,0
342.jpg,法恩莎卫浴节约一方水美爱一方人注洋兴,1,11,11,8,1
343.jpg,绿色环保低碳生活,0,,,,0
344.jpg,这是一起谋杀案,1,12,12,5,0
345.jpg,人生需谨慎行车莫贪杯,1,12,11,8,1
346.jpg,途观途观,1,11,12,7,1
347.jpg,隔离相聚就起口罩分别家人福离只为疫情消融举杯相粥,1,12,12,5,-1
348.jpg,鄂,1,12,6,7,-1
349.jpg,我们的价值观国节有家富强民主文明和谐自由平等公正法治爱国敬业诚信友善国有德人售科中国阿格电视台利,0,,,,0
350.jpg,保护野生动物就是关爱人类自己保护动物,1,7,11,5,0
351.jpg,人人参与环境保护个个争当绿色天使人人参与环境保护个个争当绿色天使,1,12,11,5,1
352.jpg,亲爱的长白山感谢你让我拥有了松花江水系养育了超过万人您的孩子松花江,0,,,,0
353.jpg,别让毒品毁了家毒品祸害大害己害家庭请你拒绝它千万要牢记,1,12,12,5,-1
354.jpg,青年牛中国牛即青瓜传媒,1,11,10,5,1
355.jpg,醉驾入刑远珍爱监狱酒,1,12,12,5,0
356.jpg,科学限养不离不弃搬家恋爱分手结婚生子都不是遗弃伴侣动物的理由选择给家庭增加一名动物成员之前请做好功课以领养代替购买如果爱请负责到底,0,,,,0
357.jpg,科学生活低碳生活方式空调店方式更售康更自监更安冰箱金业鸭力,0,,,,1
358.jpg,为了您和家人的健康请勿吸烟,1,11,10,5,0
359.jpg,低碳是一种生活态度低碳是一种生活态度低碳是全一种生活态度低碳是一种生活态度,1,12,11,5,0
360.jpg,毫无栖身之地,1,11,12,5,1
361.jpg,文化制意信佳,0,,,,0
